"position" "class" "mc" "h" "uc" "group" "generation"
13713561 "CHG" 0 2 2 "119_1_r2" "119_1"
13713565 "CHH" 0 2 2 "119_1_r2" "119_1"
13713567 "CG" 0 1 1 "119_1_r2" "119_1"
13713571 "CHH" 0 1 1 "119_1_r2" "119_1"
13713578 "CHG" 0 1 1 "119_1_r2" "119_1"
13713581 "CHG" 0 1 1 "119_1_r2" "119_1"
13713582 "CG" 0 1 1 "119_1_r2" "119_1"
13713584 "CG" 0 1 1 "119_1_r2" "119_1"
13713597 "CHH" 0 1 1 "119_1_r2" "119_1"
13713598 "CHH" 0 1 1 "119_1_r2" "119_1"
13713599 "CHH" 0 1 1 "119_1_r2" "119_1"
13713601 "CHH" 0 1 1 "119_1_r2" "119_1"
13713604 "CHH" 0 1 1 "119_1_r2" "119_1"
13713618 "CHH" 0 3 3 "119_1_r2" "119_1"
13713619 "CHH" 0 3 3 "119_1_r2" "119_1"
13713622 "CG" 0 3 3 "119_1_r2" "119_1"
13713623 "CHG" 0 3 3 "119_1_r2" "119_1"
13713625 "CHH" 0 3 3 "119_1_r2" "119_1"
13713626 "CHH" 0 3 3 "119_1_r2" "119_1"
13713629 "CHG" 0 3 3 "119_1_r2" "119_1"
13713635 "CHH" 0 4 4 "119_1_r2" "119_1"
13713641 "CHH" 0 4 4 "119_1_r2" "119_1"
13713649 "CHH" 0 4 4 "119_1_r2" "119_1"
13713652 "CG" 0 4 4 "119_1_r2" "119_1"
13713654 "CHH" 0 6 6 "119_1_r2" "119_1"
13713662 "CHH" 0 9 9 "119_1_r2" "119_1"
13713677 "CHH" 0 10 10 "119_1_r2" "119_1"
13713690 "CHH" 0 15 15 "119_1_r2" "119_1"
13713691 "CHH" 0 15 15 "119_1_r2" "119_1"
13713695 "CHH" 0 14 14 "119_1_r2" "119_1"
13713697 "CHH" 0 1 1 "119_1_r2" "119_1"
13713700 "CHH" 0 15 15 "119_1_r2" "119_1"
13713702 "CHH" 0 1 1 "119_1_r2" "119_1"
13713703 "CHH" 0 2 2 "119_1_r2" "119_1"
13713705 "CHH" 0 2 2 "119_1_r2" "119_1"
13713707 "CHH" 0 3 3 "119_1_r2" "119_1"
13713710 "CHH" 0 13 13 "119_1_r2" "119_1"
13713711 "CHH" 0 13 13 "119_1_r2" "119_1"
13713714 "CG" 0 5 5 "119_1_r2" "119_1"
13713715 "CG" 0 12 12 "119_1_r2" "119_1"
13713722 "CHH" 0 7 7 "119_1_r2" "119_1"
13713728 "CHH" 0 7 7 "119_1_r2" "119_1"
13713731 "CHH" 0 7 7 "119_1_r2" "119_1"
13713734 "CHH" 0 8 8 "119_1_r2" "119_1"
13713735 "CHH" 0 7 7 "119_1_r2" "119_1"
13713736 "CHH" 0 9 9 "119_1_r2" "119_1"
13713747 "CHH" 0 3 3 "119_1_r2" "119_1"
13713750 "CHH" 0 2 2 "119_1_r2" "119_1"
13713751 "CHH" 0 2 2 "119_1_r2" "119_1"
13713753 "CHH" 0 10 10 "119_1_r2" "119_1"
13713754 "CHH" 0 10 10 "119_1_r2" "119_1"
13713766 "CHH" 0 9 9 "119_1_r2" "119_1"
13713775 "CHG" 0 9 9 "119_1_r2" "119_1"
13713785 "CHH" 1 1 0 "119_1_r2" "119_1"
13713787 "CHG" 0 1 1 "119_1_r2" "119_1"
13713793 "CG" 0 1 1 "119_1_r2" "119_1"
13713875 "CHH" 0 1 1 "119_1_r2" "119_1"
13713877 "CHH" 0 1 1 "119_1_r2" "119_1"
13713878 "CHH" 0 2 2 "119_1_r2" "119_1"
13713884 "CHH" 0 2 2 "119_1_r2" "119_1"
13713886 "CHH" 0 4 4 "119_1_r2" "119_1"
13713888 "CHH" 0 4 4 "119_1_r2" "119_1"
13713889 "CHH" 0 4 4 "119_1_r2" "119_1"
13713893 "CHH" 0 3 3 "119_1_r2" "119_1"
13713894 "CHH" 0 3 3 "119_1_r2" "119_1"
13713896 "CHH" 0 3 3 "119_1_r2" "119_1"
13713897 "CHH" 0 3 3 "119_1_r2" "119_1"
13713898 "CHH" 0 3 3 "119_1_r2" "119_1"
13713904 "CHH" 0 3 3 "119_1_r2" "119_1"
13713906 "CHH" 0 3 3 "119_1_r2" "119_1"
13713911 "CHH" 0 3 3 "119_1_r2" "119_1"
13713914 "CHH" 0 3 3 "119_1_r2" "119_1"
13713917 "CHH" 0 3 3 "119_1_r2" "119_1"
13713918 "CHH" 0 3 3 "119_1_r2" "119_1"
13713919 "CHH" 0 3 3 "119_1_r2" "119_1"
13713920 "CHH" 0 3 3 "119_1_r2" "119_1"
13713922 "CHH" 0 3 3 "119_1_r2" "119_1"
13713925 "CHG" 0 4 4 "119_1_r2" "119_1"
13713927 "CHG" 0 4 4 "119_1_r2" "119_1"
13713929 "CHH" 0 4 4 "119_1_r2" "119_1"
13713932 "CHH" 0 4 4 "119_1_r2" "119_1"
13713933 "CHH" 0 2 2 "119_1_r2" "119_1"
13713940 "CG" 0 3 3 "119_1_r2" "119_1"
13713941 "CG" 0 5 5 "119_1_r2" "119_1"
13713945 "CHG" 0 3 3 "119_1_r2" "119_1"
13713947 "CHG" 0 4 4 "119_1_r2" "119_1"
13713948 "CHH" 0 3 3 "119_1_r2" "119_1"
13713949 "CHH" 0 3 3 "119_1_r2" "119_1"
13713951 "CHG" 0 4 4 "119_1_r2" "119_1"
13713953 "CHG" 0 8 8 "119_1_r2" "119_1"
13713954 "CG" 0 4 4 "119_1_r2" "119_1"
13713955 "CG" 0 7 7 "119_1_r2" "119_1"
13713956 "CHG" 0 7 7 "119_1_r2" "119_1"
13713957 "CHH" 0 4 4 "119_1_r2" "119_1"
13713958 "CHH" 0 4 4 "119_1_r2" "119_1"
13713962 "CHH" 0 7 7 "119_1_r2" "119_1"
13713965 "CHH" 0 7 7 "119_1_r2" "119_1"
13713968 "CHH" 0 7 7 "119_1_r2" "119_1"
13713969 "CHH" 0 4 4 "119_1_r2" "119_1"
13713973 "CHH" 0 7 7 "119_1_r2" "119_1"
13713975 "CHH" 0 7 7 "119_1_r2" "119_1"
13713977 "CHH" 0 1 1 "119_1_r2" "119_1"
13713981 "CHH" 0 5 5 "119_1_r2" "119_1"
13713983 "CHH" 1 5 4 "119_1_r2" "119_1"
13713985 "CHH" 0 1 1 "119_1_r2" "119_1"
13713987 "CG" 0 1 1 "119_1_r2" "119_1"
13713988 "CG" 1 4 3 "119_1_r2" "119_1"
13713989 "CHG" 1 4 3 "119_1_r2" "119_1"
13713995 "CHH" 0 2 2 "119_1_r2" "119_1"
13713998 "CHH" 0 1 1 "119_1_r2" "119_1"
13713999 "CHH" 0 1 1 "119_1_r2" "119_1"
13714051 "CHH" 0 2 2 "119_1_r2" "119_1"
13714055 "CHH" 0 1 1 "119_1_r2" "119_1"
13714065 "CHH" 0 1 1 "119_1_r2" "119_1"
13714068 "CHH" 0 2 2 "119_1_r2" "119_1"
13714073 "CHH" 0 4 4 "119_1_r2" "119_1"
13714077 "CG" 0 3 3 "119_1_r2" "119_1"
13714078 "CG" 0 4 4 "119_1_r2" "119_1"
13714082 "CHH" 0 5 5 "119_1_r2" "119_1"
13714084 "CHH" 1 5 4 "119_1_r2" "119_1"
13714091 "CG" 0 6 6 "119_1_r2" "119_1"
13714092 "CG" 0 4 4 "119_1_r2" "119_1"
13714095 "CHH" 0 4 4 "119_1_r2" "119_1"
13714097 "CHH" 0 7 7 "119_1_r2" "119_1"
13714099 "CHH" 0 9 9 "119_1_r2" "119_1"
13714104 "CHH" 0 4 4 "119_1_r2" "119_1"
13714112 "CHH" 0 4 4 "119_1_r2" "119_1"
13714116 "CHH" 0 4 4 "119_1_r2" "119_1"
13714117 "CHG" 0 8 8 "119_1_r2" "119_1"
13714119 "CHG" 0 3 3 "119_1_r2" "119_1"
13714121 "CHH" 0 3 3 "119_1_r2" "119_1"
13714123 "CHH" 0 9 9 "119_1_r2" "119_1"
13714129 "CHH" 0 2 2 "119_1_r2" "119_1"
13714145 "CHH" 0 8 8 "119_1_r2" "119_1"
13714154 "CHH" 0 5 5 "119_1_r2" "119_1"
13714156 "CG" 0 5 5 "119_1_r2" "119_1"
13714158 "CHH" 0 5 5 "119_1_r2" "119_1"
13714160 "CHG" 0 4 4 "119_1_r2" "119_1"
13714167 "CG" 0 3 3 "119_1_r2" "119_1"
13714169 "CHH" 0 2 2 "119_1_r2" "119_1"
13714209 "CHH" 0 1 1 "119_1_r2" "119_1"
13714210 "CHH" 0 1 1 "119_1_r2" "119_1"
13714217 "CHH" 0 1 1 "119_1_r2" "119_1"
13714223 "CHH" 0 2 2 "119_1_r2" "119_1"
13714228 "CG" 0 2 2 "119_1_r2" "119_1"
13714229 "CHG" 0 2 2 "119_1_r2" "119_1"
13714230 "CHH" 0 2 2 "119_1_r2" "119_1"
13714250 "CHH" 0 9 9 "119_1_r2" "119_1"
13714257 "CG" 0 10 10 "119_1_r2" "119_1"
13714285 "CHH" 0 14 14 "119_1_r2" "119_1"
13714287 "CHH" 0 14 14 "119_1_r2" "119_1"
13714291 "CHH" 0 3 3 "119_1_r2" "119_1"
13714292 "CHH" 0 3 3 "119_1_r2" "119_1"
13714295 "CHH" 0 13 13 "119_1_r2" "119_1"
13714297 "CHH" 0 3 3 "119_1_r2" "119_1"
13714299 "CG" 0 4 4 "119_1_r2" "119_1"
13714300 "CG" 0 13 13 "119_1_r2" "119_1"
13714301 "CHG" 0 13 13 "119_1_r2" "119_1"
13714302 "CHH" 0 13 13 "119_1_r2" "119_1"
13714306 "CHH" 0 5 5 "119_1_r2" "119_1"
13714309 "CHH" 0 9 9 "119_1_r2" "119_1"
13714314 "CHG" 0 8 8 "119_1_r2" "119_1"
13714316 "CHG" 0 8 8 "119_1_r2" "119_1"
13714319 "CHH" 0 7 7 "119_1_r2" "119_1"
13714322 "CHG" 0 8 8 "119_1_r2" "119_1"
13714324 "CHG" 0 5 5 "119_1_r2" "119_1"
13714329 "CHH" 0 8 8 "119_1_r2" "119_1"
13714332 "CHH" 0 3 3 "119_1_r2" "119_1"
13714333 "CHH" 0 3 3 "119_1_r2" "119_1"
13714340 "CHH" 0 1 1 "119_1_r2" "119_1"
13714365 "CHH" 0 5 5 "119_1_r2" "119_1"
13714372 "CHH" 0 3 3 "119_1_r2" "119_1"
13714374 "CHH" 0 3 3 "119_1_r2" "119_1"
13714392 "CHH" 0 1 1 "119_1_r2" "119_1"
13714394 "CHH" 0 1 1 "119_1_r2" "119_1"
13714398 "CHH" 0 2 2 "119_1_r2" "119_1"
13714407 "CHH" 0 2 2 "119_1_r2" "119_1"
13714410 "CHH" 0 2 2 "119_1_r2" "119_1"
13714411 "CHG" 0 2 2 "119_1_r2" "119_1"
13714422 "CHG" 0 4 4 "119_1_r2" "119_1"
13714427 "CHG" 0 3 3 "119_1_r2" "119_1"
13714434 "CHG" 0 2 2 "119_1_r2" "119_1"
13714435 "CG" 0 2 2 "119_1_r2" "119_1"
13714438 "CHH" 0 2 2 "119_1_r2" "119_1"
13714439 "CHH" 0 2 2 "119_1_r2" "119_1"
13714461 "CHG" 0 2 2 "119_1_r2" "119_1"
13714470 "CHG" 0 2 2 "119_1_r2" "119_1"
13714481 "CHH" 0 3 3 "119_1_r2" "119_1"
13714484 "CHH" 0 3 3 "119_1_r2" "119_1"
13714492 "CHH" 0 1 1 "119_1_r2" "119_1"
13714495 "CHG" 0 1 1 "119_1_r2" "119_1"
13714502 "CHH" 0 1 1 "119_1_r2" "119_1"
13714507 "CHH" 1 1 0 "119_1_r2" "119_1"
13714508 "CHG" 0 1 1 "119_1_r2" "119_1"
13714515 "CHG" 0 1 1 "119_1_r2" "119_1"
13714522 "CHH" 0 1 1 "119_1_r2" "119_1"
13714531 "CHH" 0 1 1 "119_1_r2" "119_1"
13714551 "CHH" 0 1 1 "119_1_r2" "119_1"
13714601 "CHG" 0 6 6 "119_1_r2" "119_1"
13714613 "CG" 0 6 6 "119_1_r2" "119_1"
13714620 "CHH" 0 5 5 "119_1_r2" "119_1"
13714633 "CHH" 0 12 12 "119_1_r2" "119_1"
13714645 "CHH" 0 11 11 "119_1_r2" "119_1"
13714646 "CHH" 0 12 12 "119_1_r2" "119_1"
13714664 "CHH" 0 12 12 "119_1_r2" "119_1"
13714666 "CHH" 0 12 12 "119_1_r2" "119_1"
13714671 "CG" 0 13 13 "119_1_r2" "119_1"
13714677 "CHH" 0 16 16 "119_1_r2" "119_1"
13714679 "CHH" 0 17 17 "119_1_r2" "119_1"
13714683 "CHG" 0 18 18 "119_1_r2" "119_1"
13714696 "CHH" 0 14 14 "119_1_r2" "119_1"
13714697 "CHH" 0 13 13 "119_1_r2" "119_1"
13714698 "CHH" 0 13 13 "119_1_r2" "119_1"
13714711 "CHH" 0 7 7 "119_1_r2" "119_1"
13714715 "CHG" 0 5 5 "119_1_r2" "119_1"
13714720 "CG" 0 6 6 "119_1_r2" "119_1"
13714725 "CHG" 0 8 8 "119_1_r2" "119_1"
13714730 "CHH" 2 11 9 "119_1_r2" "119_1"
13714731 "CHH" 0 11 11 "119_1_r2" "119_1"
13714736 "CHH" 0 14 14 "119_1_r2" "119_1"
13714737 "CHH" 0 14 14 "119_1_r2" "119_1"
13714745 "CHH" 0 16 16 "119_1_r2" "119_1"
13714746 "CHH" 0 19 19 "119_1_r2" "119_1"
13714751 "CHG" 0 18 18 "119_1_r2" "119_1"
13714774 "CHH" 0 25 25 "119_1_r2" "119_1"
13714775 "CHH" 3 25 22 "119_1_r2" "119_1"
13714779 "CHH" 0 1 1 "119_1_r2" "119_1"
13714782 "CG" 0 1 1 "119_1_r2" "119_1"
13714783 "CG" 0 24 24 "119_1_r2" "119_1"
13714787 "CHH" 0 1 1 "119_1_r2" "119_1"
13714789 "CG" 0 1 1 "119_1_r2" "119_1"
13714790 "CG" 0 22 22 "119_1_r2" "119_1"
13714793 "CHH" 0 1 1 "119_1_r2" "119_1"
13714797 "CHH" 0 1 1 "119_1_r2" "119_1"
13714798 "CHH" 0 1 1 "119_1_r2" "119_1"
13714801 "CG" 0 1 1 "119_1_r2" "119_1"
13714802 "CG" 1 21 20 "119_1_r2" "119_1"
13714803 "CHG" 0 21 21 "119_1_r2" "119_1"
13714806 "CHH" 0 26 26 "119_1_r2" "119_1"
13714807 "CHG" 0 1 1 "119_1_r2" "119_1"
13714809 "CHG" 0 24 24 "119_1_r2" "119_1"
13714810 "CHH" 0 1 1 "119_1_r2" "119_1"
13714812 "CG" 0 1 1 "119_1_r2" "119_1"
13714813 "CG" 0 21 21 "119_1_r2" "119_1"
13714815 "CHH" 0 20 20 "119_1_r2" "119_1"
13714822 "CHH" 0 1 1 "119_1_r2" "119_1"
13714823 "CHH" 0 1 1 "119_1_r2" "119_1"
13714827 "CHG" 0 1 1 "119_1_r2" "119_1"
13714829 "CHG" 0 23 23 "119_1_r2" "119_1"
13714830 "CHH" 0 22 22 "119_1_r2" "119_1"
13714831 "CHH" 0 1 1 "119_1_r2" "119_1"
13714833 "CHG" 0 1 1 "119_1_r2" "119_1"
13714835 "CHG" 0 21 21 "119_1_r2" "119_1"
13714848 "CHG" 0 21 21 "119_1_r2" "119_1"
13714852 "CHH" 0 1 1 "119_1_r2" "119_1"
13714855 "CHH" 0 19 19 "119_1_r2" "119_1"
13714860 "CHH" 0 21 21 "119_1_r2" "119_1"
13714861 "CHH" 0 1 1 "119_1_r2" "119_1"
13714863 "CHH" 0 2 2 "119_1_r2" "119_1"
13714865 "CHH" 0 3 3 "119_1_r2" "119_1"
13714867 "CHH" 0 3 3 "119_1_r2" "119_1"
13714870 "CHH" 0 4 4 "119_1_r2" "119_1"
13714873 "CHG" 0 5 5 "119_1_r2" "119_1"
13714875 "CHG" 0 18 18 "119_1_r2" "119_1"
13714882 "CHH" 0 15 15 "119_1_r2" "119_1"
13714889 "CHH" 0 14 14 "119_1_r2" "119_1"
13714892 "CHH" 0 9 9 "119_1_r2" "119_1"
13714895 "CHH" 0 13 13 "119_1_r2" "119_1"
13714896 "CHH" 0 12 12 "119_1_r2" "119_1"
13714898 "CHH" 0 11 11 "119_1_r2" "119_1"
13714899 "CHH" 0 9 9 "119_1_r2" "119_1"
13714905 "CHH" 0 10 10 "119_1_r2" "119_1"
13714907 "CHH" 0 10 10 "119_1_r2" "119_1"
13714910 "CHH" 0 10 10 "119_1_r2" "119_1"
13714912 "CG" 0 11 11 "119_1_r2" "119_1"
13714913 "CG" 0 11 11 "119_1_r2" "119_1"
13714916 "CHH" 0 10 10 "119_1_r2" "119_1"
13714918 "CHH" 0 8 8 "119_1_r2" "119_1"
13714919 "CHH" 0 8 8 "119_1_r2" "119_1"
13714920 "CHH" 0 9 9 "119_1_r2" "119_1"
13714921 "CHH" 0 11 11 "119_1_r2" "119_1"
13714923 "CHH" 0 11 11 "119_1_r2" "119_1"
13714929 "CHH" 1 8 7 "119_1_r2" "119_1"
13714933 "CHH" 0 7 7 "119_1_r2" "119_1"
13714934 "CHH" 0 11 11 "119_1_r2" "119_1"
13714938 "CHH" 0 10 10 "119_1_r2" "119_1"
13714941 "CHH" 0 7 7 "119_1_r2" "119_1"
13714942 "CHH" 0 7 7 "119_1_r2" "119_1"
13714945 "CG" 0 8 8 "119_1_r2" "119_1"
13714946 "CG" 0 6 6 "119_1_r2" "119_1"
13714947 "CHH" 0 8 8 "119_1_r2" "119_1"
13714950 "CHH" 0 6 6 "119_1_r2" "119_1"
13714951 "CHH" 0 5 5 "119_1_r2" "119_1"
13714955 "CG" 0 5 5 "119_1_r2" "119_1"
13714956 "CG" 0 6 6 "119_1_r2" "119_1"
13714960 "CHH" 0 5 5 "119_1_r2" "119_1"
13714963 "CHH" 0 5 5 "119_1_r2" "119_1"
13714966 "CHH" 0 4 4 "119_1_r2" "119_1"
13714975 "CG" 0 3 3 "119_1_r2" "119_1"
13714976 "CG" 0 4 4 "119_1_r2" "119_1"
13714979 "CHH" 0 4 4 "119_1_r2" "119_1"
13714981 "CHH" 0 4 4 "119_1_r2" "119_1"
13714988 "CHH" 0 3 3 "119_1_r2" "119_1"
13714989 "CHH" 0 2 2 "119_1_r2" "119_1"
13714992 "CHH" 0 3 3 "119_1_r2" "119_1"
13714996 "CHH" 0 1 1 "119_1_r2" "119_1"
13714998 "CHH" 0 1 1 "119_1_r2" "119_1"
13715001 "CHH" 0 1 1 "119_1_r2" "119_1"
13715007 "CHG" 0 2 2 "119_1_r2" "119_1"
13715011 "CHG" 0 2 2 "119_1_r2" "119_1"
13715015 "CHG" 0 2 2 "119_1_r2" "119_1"
13715024 "CHH" 0 1 1 "119_1_r2" "119_1"
13715026 "CHH" 0 1 1 "119_1_r2" "119_1"
13715029 "CHH" 0 1 1 "119_1_r2" "119_1"
13715030 "CHH" 0 1 1 "119_1_r2" "119_1"
13715031 "CHH" 0 1 1 "119_1_r2" "119_1"
13715035 "CHH" 0 1 1 "119_1_r2" "119_1"
13715038 "CHH" 0 1 1 "119_1_r2" "119_1"
13715039 "CHH" 0 1 1 "119_1_r2" "119_1"
13715041 "CG" 0 1 1 "119_1_r2" "119_1"
13715042 "CG" 0 2 2 "119_1_r2" "119_1"
13715043 "CHG" 0 2 2 "119_1_r2" "119_1"
13715055 "CHH" 0 2 2 "119_1_r2" "119_1"
13715056 "CHH" 0 3 3 "119_1_r2" "119_1"
13715069 "CHH" 0 3 3 "119_1_r2" "119_1"
13715070 "CHH" 0 4 4 "119_1_r2" "119_1"
13715075 "CHH" 0 5 5 "119_1_r2" "119_1"
13715077 "CG" 0 5 5 "119_1_r2" "119_1"
13715082 "CHH" 0 4 4 "119_1_r2" "119_1"
13715086 "CHH" 0 3 3 "119_1_r2" "119_1"
13715091 "CHG" 0 3 3 "119_1_r2" "119_1"
13715092 "CHH" 0 3 3 "119_1_r2" "119_1"
13715110 "CG" 0 6 6 "119_1_r2" "119_1"
13715117 "CHH" 0 6 6 "119_1_r2" "119_1"
13715118 "CHH" 0 6 6 "119_1_r2" "119_1"
13715121 "CHH" 0 6 6 "119_1_r2" "119_1"
13715123 "CG" 0 6 6 "119_1_r2" "119_1"
13715125 "CG" 0 6 6 "119_1_r2" "119_1"
13715131 "CG" 0 4 4 "119_1_r2" "119_1"
13715135 "CG" 0 6 6 "119_1_r2" "119_1"
13715162 "CHG" 0 9 9 "119_1_r2" "119_1"
13715164 "CHH" 1 9 8 "119_1_r2" "119_1"
13715204 "CHH" 0 1 1 "119_1_r2" "119_1"
13715207 "CHH" 0 13 13 "119_1_r2" "119_1"
13715211 "CG" 0 1 1 "119_1_r2" "119_1"
13715212 "CG" 0 14 14 "119_1_r2" "119_1"
13715219 "CHH" 0 1 1 "119_1_r2" "119_1"
13715224 "CHH" 0 12 12 "119_1_r2" "119_1"
13715226 "CHH" 0 12 12 "119_1_r2" "119_1"
13715228 "CHH" 1 11 10 "119_1_r2" "119_1"
13715229 "CHH" 0 11 11 "119_1_r2" "119_1"
13715236 "CHG" 0 5 5 "119_1_r2" "119_1"
13715238 "CHG" 0 9 9 "119_1_r2" "119_1"
13715242 "CHH" 0 5 5 "119_1_r2" "119_1"
13715245 "CHH" 0 5 5 "119_1_r2" "119_1"
13715248 "CHH" 0 8 8 "119_1_r2" "119_1"
13715249 "CHH" 0 7 7 "119_1_r2" "119_1"
13715253 "CHH" 0 8 8 "119_1_r2" "119_1"
13715256 "CHH" 0 11 11 "119_1_r2" "119_1"
13715259 "CHH" 0 9 9 "119_1_r2" "119_1"
13715262 "CHH" 0 9 9 "119_1_r2" "119_1"
13715265 "CHH" 0 9 9 "119_1_r2" "119_1"
13715268 "CHH" 0 9 9 "119_1_r2" "119_1"
13715271 "CHH" 0 10 10 "119_1_r2" "119_1"
13715273 "CHH" 0 10 10 "119_1_r2" "119_1"
13715274 "CHH" 0 10 10 "119_1_r2" "119_1"
13715276 "CHH" 0 7 7 "119_1_r2" "119_1"
13715277 "CHH" 0 7 7 "119_1_r2" "119_1"
13715279 "CHH" 0 7 7 "119_1_r2" "119_1"
13715281 "CHH" 0 7 7 "119_1_r2" "119_1"
13715285 "CHH" 0 16 16 "119_1_r2" "119_1"
13715286 "CHH" 0 8 8 "119_1_r2" "119_1"
13715291 "CHH" 0 17 17 "119_1_r2" "119_1"
13715292 "CHG" 0 6 6 "119_1_r2" "119_1"
13715294 "CHG" 0 18 18 "119_1_r2" "119_1"
13715295 "CHH" 0 18 18 "119_1_r2" "119_1"
13715298 "CHH" 0 18 18 "119_1_r2" "119_1"
13715299 "CHH" 0 5 5 "119_1_r2" "119_1"
13715301 "CHG" 0 3 3 "119_1_r2" "119_1"
13715303 "CHG" 0 19 19 "119_1_r2" "119_1"
13715305 "CHH" 0 20 20 "119_1_r2" "119_1"
13715311 "CHH" 0 2 2 "119_1_r2" "119_1"
13715314 "CHH" 0 1 1 "119_1_r2" "119_1"
13715316 "CHH" 0 1 1 "119_1_r2" "119_1"
13715319 "CHH" 0 21 21 "119_1_r2" "119_1"
13715321 "CHH" 0 2 2 "119_1_r2" "119_1"
13715324 "CHH" 0 22 22 "119_1_r2" "119_1"
13715326 "CHH" 0 20 20 "119_1_r2" "119_1"
13715332 "CHH" 0 3 3 "119_1_r2" "119_1"
13715335 "CHH" 1 18 17 "119_1_r2" "119_1"
13715339 "CHH" 1 16 15 "119_1_r2" "119_1"
13715340 "CG" 0 2 2 "119_1_r2" "119_1"
13715341 "CG" 0 14 14 "119_1_r2" "119_1"
13715343 "CHH" 1 14 13 "119_1_r2" "119_1"
13715346 "CHH" 0 12 12 "119_1_r2" "119_1"
13715348 "CHH" 0 3 3 "119_1_r2" "119_1"
13715351 "CG" 2 3 1 "119_1_r2" "119_1"
13715352 "CG" 10 12 2 "119_1_r2" "119_1"
13715353 "CHH" 0 3 3 "119_1_r2" "119_1"
13715362 "CG" 4 4 0 "119_1_r2" "119_1"
13715363 "CG" 11 12 1 "119_1_r2" "119_1"
13715364 "CHH" 0 4 4 "119_1_r2" "119_1"
13715368 "CG" 4 4 0 "119_1_r2" "119_1"
13715369 "CG" 11 11 0 "119_1_r2" "119_1"
13715370 "CHH" 0 4 4 "119_1_r2" "119_1"
13715372 "CG" 3 4 1 "119_1_r2" "119_1"
13715373 "CG" 7 10 3 "119_1_r2" "119_1"
13715378 "CHH" 0 5 5 "119_1_r2" "119_1"
13715379 "CHH" 0 5 5 "119_1_r2" "119_1"
13715382 "CHH" 0 4 4 "119_1_r2" "119_1"
13715384 "CHG" 0 4 4 "119_1_r2" "119_1"
13715386 "CHG" 0 8 8 "119_1_r2" "119_1"
13715392 "CHH" 0 5 5 "119_1_r2" "119_1"
13715394 "CHH" 0 5 5 "119_1_r2" "119_1"
13715398 "CHH" 1 4 3 "119_1_r2" "119_1"
13715405 "CHH" 0 4 4 "119_1_r2" "119_1"
13715406 "CHG" 0 4 4 "119_1_r2" "119_1"
13715407 "CG" 3 4 1 "119_1_r2" "119_1"
13715408 "CG" 8 8 0 "119_1_r2" "119_1"
13715409 "CHG" 0 4 4 "119_1_r2" "119_1"
13715410 "CG" 1 3 2 "119_1_r2" "119_1"
13715411 "CG" 6 11 5 "119_1_r2" "119_1"
13715415 "CHH" 0 12 12 "119_1_r2" "119_1"
13715418 "CHG" 0 3 3 "119_1_r2" "119_1"
13715420 "CHG" 1 12 11 "119_1_r2" "119_1"
13715421 "CHG" 0 3 3 "119_1_r2" "119_1"
13715423 "CHG" 0 12 12 "119_1_r2" "119_1"
13715424 "CHH" 0 3 3 "119_1_r2" "119_1"
13715427 "CHH" 0 20 20 "119_1_r2" "119_1"
13715429 "CHH" 0 3 3 "119_1_r2" "119_1"
13715433 "CHG" 0 2 2 "119_1_r2" "119_1"
13715435 "CHG" 0 22 22 "119_1_r2" "119_1"
13715440 "CHH" 0 20 20 "119_1_r2" "119_1"
13715443 "CHH" 0 1 1 "119_1_r2" "119_1"
13715444 "CHH" 0 1 1 "119_1_r2" "119_1"
13715446 "CHH" 0 1 1 "119_1_r2" "119_1"
13715447 "CHH" 0 1 1 "119_1_r2" "119_1"
13715451 "CHH" 1 21 20 "119_1_r2" "119_1"
13715452 "CHH" 0 21 21 "119_1_r2" "119_1"
13715456 "CHH" 0 1 1 "119_1_r2" "119_1"
13715457 "CHG" 0 1 1 "119_1_r2" "119_1"
13715459 "CHG" 0 22 22 "119_1_r2" "119_1"
13715461 "CHH" 0 22 22 "119_1_r2" "119_1"
13715463 "CHH" 0 1 1 "119_1_r2" "119_1"
13715464 "CHH" 0 1 1 "119_1_r2" "119_1"
13715474 "CHH" 1 22 21 "119_1_r2" "119_1"
13715476 "CHH" 2 21 19 "119_1_r2" "119_1"
13715489 "CHH" 1 18 17 "119_1_r2" "119_1"
13715511 "CHH" 0 15 15 "119_1_r2" "119_1"
13715516 "CHH" 0 14 14 "119_1_r2" "119_1"
13715530 "CHH" 1 13 12 "119_1_r2" "119_1"
13715531 "CHH" 0 13 13 "119_1_r2" "119_1"
13715550 "CHH" 0 15 15 "119_1_r2" "119_1"
13715561 "CHH" 0 15 15 "119_1_r2" "119_1"
13715564 "CHG" 0 13 13 "119_1_r2" "119_1"
13715572 "CHH" 0 14 14 "119_1_r2" "119_1"
13715574 "CHH" 0 14 14 "119_1_r2" "119_1"
13715584 "CG" 0 17 17 "119_1_r2" "119_1"
13715586 "CHH" 1 17 16 "119_1_r2" "119_1"
13715600 "CHH" 0 15 15 "119_1_r2" "119_1"
13715610 "CHH" 0 13 13 "119_1_r2" "119_1"
13715616 "CHG" 0 11 11 "119_1_r2" "119_1"
13715625 "CHH" 0 8 8 "119_1_r2" "119_1"
13715626 "CHH" 0 7 7 "119_1_r2" "119_1"
13715628 "CHH" 0 6 6 "119_1_r2" "119_1"
13715631 "CHH" 0 5 5 "119_1_r2" "119_1"
13715641 "CHH" 0 3 3 "119_1_r2" "119_1"
13715642 "CHH" 0 3 3 "119_1_r2" "119_1"
